CustomerID,num_orders
14520,2
13163,1
15278,4
12959,1
17390,1
16761,1
14356,2
12641,1
13449,1
17794,2
16959,1
16349,1
17879,1
14933,4
17606,1
13852,1
18024,2
13006,1
15619,1
13351,1
13818,1
13145,7
12902,1
16970,1
15929,1
16976,1
18113,1
15588,1
17533,1
14832,1
18233,1
15118,1
17427,1
13312,1
13120,1
16786,1
15195,1
13391,1
17925,1
16457,1
17352,1
15635,1
12466,1
14440,13
15917,5
17155,7
16168,66
18223,26
16541,1
13958,8
16158,9
13825,2
14643,5
17841,211
13599,33
15527,23
17646,12
15750,18
14085,33
17696,27
17888,25
13178,21
12748,336
17243,69
15959,3
16326,24
13174,12
17362,7
16415,3
17884,20
17092,11
14146,12
15768,34
14465,11
13659,12
13769,20
14006,7
13288,5
13907,1
15421,10
17211,13
12779,14
13044,11
17006,8
15719,31
16756,7
13418,31
17920,54
15665,5
14534,26
16945,33
16385,5
13206,13
14344,20
12681,45
13001,33
12477,9
14748,10
13089,203
14758,7
17039,1
18069,11
13042,3
12631,6
12932,8
12474,31
15709,2
14543,39
17068,47
17230,18
14461,13
16794,15
16029,107
12582,4
15967,12
15071,4
13999,29
14334,12
17372,28
13082,21
13989,5
17822,5
14227,15
15547,26
13296,6
15254,3
15079,11
16948,7
14671,2
17231,25
15538,6
12705,14
13299,3
15628,17
14918,9
18036,11
14653,12
18096,6
17080,7
13266,19
18026,2
16032,6
16553,33
15373,17
16584,5
13766,1
13929,11
13059,10
15013,10
17515,9
13945,2
13327,20
12865,4
14020,4
16401,23
16755,7
13414,6
15424,3
16608,2
13440,7
13880,17
15955,22
13705,7
13397,10
17706,31
14049,13
14004,11
17380,3
16407,14
14065,3
15805,30
12511,1
17354,4
16130,4
14469,4
15073,8
15174,2
16183,4
17728,5
12958,2
13464,6
15529,12
17561,4
14907,16
13237,1
13964,2
17756,3
13884,10
14585,5
15602,16
15301,17
13136,13
17976,1
15426,9
15518,15
13523,6
17375,4
16271,10
16931,23
12868,8
12626,9
14088,16
14796,27
13168,5
17619,1
16951,3
16842,3
14176,5
16525,48
17449,13
12834,1
12597,4
12471,79
17134,3
13934,1
15132,5
15820,1
17744,7
15572,10
16678,12
14062,24
15491,6
14242,2
15237,4
14655,7
12643,12
16230,2
15561,8
14920,3
18218,4
17400,8
12674,4
16389,4
16813,10
14878,25
15386,1
14730,8
12562,9
15555,36
15014,2
16717,14
12599,13
13895,6
13562,8
17724,3
17703,4
16033,27
15942,1
15030,8
13117,18
14912,6
16498,2
16178,2
13427,6
13158,5
17061,11
16652,16
14875,3
12832,2
14452,4
16910,8
13518,1
12527,5
16395,14
14561,3
16460,3
17633,7
13650,10
13575,5
16773,3
14937,3
12646,2
16293,15
16023,3
16708,1
16201,5
18059,3
18044,18
14073,1
15103,2
14902,3
17086,6
13890,14
17419,18
12704,8
14052,2
16885,4
12749,9
17503,2
12680,4
16031,2
16807,6
15436,3
12758,7
13993,19
16769,4
14966,6
18201,1
12539,7
16792,5
14828,13
15152,14
15002,9
14256,5
15191,3
13249,9
17142,4
16550,18
17469,17
15928,1
14602,1
13772,8
16406,3
13982,9
16677,2
17209,3
15003,6
12978,5
16537,1
16719,14
17478,2
14080,5
18173,5
15259,4
13656,4
13510,11
13778,4
17784,1
17996,3
13338,4
16925,1
15247,3
13203,10
13324,18
16743,14
18230,9
12402,6
15101,6
16251,1
14514,9
16172,8
16165,1
16316,13
16345,2
17430,4
14318,1
13617,8
17212,3
13126,13
16511,6
16857,1
15658,8
15469,3
17280,1
15734,4
16414,5
12424,4
14204,4
12900,1
15688,1
13480,2
16916,4
16693,5
14553,9
16433,2
16960,8
16563,6
17043,8
12927,1
17987,5
18195,1
17386,7
12633,7
16765,2
15084,2
17580,5
17095,7
17722,5
15052,1
12348,5
15058,16
12410,3
13301,4
17830,3
17849,8
15756,4
14669,7
17058,3
14148,2
16681,7
15065,5
16672,20
14240,3
14161,7
15826,4
14489,4
13972,2
16341,7
15812,12
15069,1
12615,8
15349,2
12635,4
16188,5
13956,5
15412,1
18282,2
15376,3
16902,1
13159,4
17637,2
12828,6
17869,7
16641,2
14965,2
18222,1
14557,1
15533,3
13359,2
13224,2
14761,3
14975,2
17206,1
12759,8
13978,2
15830,1
12397,2
13046,3
16751,1
16504,1
12883,4
16804,3
12904,2
17360,6
16474,7
15239,2
13494,1
15370,8
14831,3
13457,2
14122,3
17244,5
14955,1
17833,1
17103,1
13622,1
13392,1
15732,10
14909,3
16544,4
13762,5
14142,2
12514,2
17285,2
12533,2
15614,4
12791,6
13039,4
16377,2
16472,2
14876,2
17597,5
16037,5
12746,1
17099,1
14538,5
13531,6
17540,6
17156,1
13501,3
17639,6
14187,1
17709,5
13613,5
12433,10
12554,1
14994,5
15502,14
14423,3
13674,1
13516,4
12492,3
18160,3
17880,3
15171,1
15656,4
15648,2
14267,3
15289,5
14403,6
16209,9
16006,2
17795,2
13568,1
17567,9
16424,2
14312,11
15815,5
13814,3
17267,2
17554,5
15238,3
13244,1
15975,1
14859,5
15134,10
12718,1
13558,4
17279,1
16042,8
13810,3
16851,3
14150,2
16936,2
14684,6
16440,6
14708,5
16014,5
13872,3
13787,6
14649,9
14807,2
12926,4
18135,10
14264,6
14389,5
14464,2
17971,1
16647,4
16500,9
17922,1
15842,2
12859,1
15341,2
16787,4
16350,9
13747,2
14170,3
12855,4
12803,1
16270,1
15464,1
13799,9
15388,1
14536,1
18235,3
17899,1
16462,3
16058,1
13354,1
15228,6
15208,6
18147,2
14416,2
15847,5
13532,1
17164,7
14950,1
17737,2
13843,1
13452,3
15685,1
13034,3
12611,1
14003,1
17067,3
17638,2
13036,1
16834,2
16977,4
13595,3
14678,1
16547,1
13750,11
14374,1
13796,1
16417,1
15859,1
17172,3
13554,7
14612,1
16888,3
17862,4
15726,1
15037,2
17607,1
15828,1
12944,2
14046,1
16517,1
14075,6
13294,3
13718,2
12354,1
17527,4
17723,7
14842,4
17124,1
15007,1
15372,8
12845,4
14768,2
12571,2
15608,5
12381,5
12722,4
13325,1
12488,3
16594,1
17119,2
15335,1
15853,1
12398,1
15320,1
15145,4
18211,5
17197,1
18117,1
13147,4
14385,3
12558,1
13946,6
17978,4
16280,1
13156,3
13503,6
17200,4
12954,1
17192,1
17699,2
16448,2
17308,2
17273,1
15151,2
12666,1
17558,1
14192,1
14491,2
18004,1
13385,1
17486,1
17187,2
18227,2
16624,2
18161,6
16196,1
12715,1
16629,2
16363,1
17078,2
15017,1
13236,2
17253,1
16020,3
14658,2
12756,1
12994,3
18162,1
17268,11
18190,5
15797,6
16548,1
18100,1
14230,3
14919,1
15430,2
14516,1
13374,2
13103,3
14008,1
12467,1
13671,1
17688,1
15880,1
12515,1
15408,1
12604,2
13341,1
12434,3
12999,3
18013,2
15004,1
12521,1
12743,2
14795,1
15263,1
15593,1
16753,1
17947,1
12981,2
17295,3
13847,1
14376,1
15293,1
14091,2
13879,1
17916,2
18166,1
13625,1
17225,1
13125,1
13714,1
17938,1
15337,1
13915,1
13550,1
15100,7
15894,2
16752,1
15843,1
14995,2
12614,1
16808,2
12564,1
15119,1
16610,1
14689,1
13493,2
16582,1
12642,3
14050,2
14171,2
16878,1
15475,1
16613,1
16454,4
13419,1
14027,1
12536,3
16318,1
13938,1
14349,1
16528,1
12934,1
16100,1
13981,1
13277,7
13423,1
14835,2
14962,4
17627,1
13254,1
13284,1
15851,1
18273,4
15956,2
17260,1
16962,1
13003,3
16095,1
12738,1
16055,1
13967,2
14799,2
13106,2
18063,2
16337,1
14039,2
15302,1
14429,1
12686,1
13390,1
12367,1
13689,2
18246,3
17056,1
13290,1
14373,1
14386,1
13261,2
12603,1
14816,1
13535,1
16941,1
15868,1
15893,1
16881,1
13172,1
16162,1
15310,1
17909,1
15947,1
12736,1
13099,1
16011,29
13648,8
14841,14
16124,4
17739,18
13204,1
15298,23
17388,11
15769,46
15867,31
13074,4
15856,52
17754,13
15738,41
15039,93
14320,5
14064,15
17799,20
15483,10
14911,398
12857,6
14646,151
17700,14
14560,44
14370,6
17146,13
13291,11
13604,1
15465,32
16913,3
14459,2
14040,35
13851,8
14239,21
13883,15
17373,7
18148,1
17020,2
17158,5
15437,2
14645,3
17340,18
13900,6
13187,4
16327,16
16570,20
14916,8
16054,4
17609,11
14430,3
12957,13
17913,14
16862,4
12983,1
13431,8
18188,6
14000,5
13781,3
13064,6
17063,13
17886,6
15129,23
16661,4
12455,10
15252,5
15470,1
15280,3
15282,1
12621,35
14181,2
18145,11
12609,9
16190,8
15980,7
16722,22
17897,9
13417,6
17963,4
15381,5
17401,1
16746,42
17625,8
15199,10
15125,24
12986,10
17734,6
12843,30
12583,27
14905,8
12476,23
13466,5
14644,7
14521,1
17393,2
16221,9
17323,12
14047,14
18260,23
12683,21
17228,13
16686,16
14381,2
12408,8
17726,7
13635,4
15034,14
17672,7
14257,9
14568,1
12417,20
13803,3
13055,4
12903,1
13736,7
13792,3
17179,6
16045,8
13748,9
17732,8
18247,3
16024,3
14243,17
17044,12
12577,8
13692,5
18062,6
14449,8
16016,11
15377,4
17033,4
13276,5
13211,10
15159,34
17974,6
14191,15
12567,15
17460,16
17017,29
15281,16
13255,3
16140,3
13756,23
15965,13
13496,2
13280,7
18198,17
17114,8
12601,6
15749,3
15296,12
15448,2
13939,7
16745,17
17105,2
18093,8
15059,19
14754,6
16940,8
16838,4
15189,46
12370,7
12480,7
18210,7
14041,1
16809,9
17733,2
15449,3
14348,1
13662,11
12594,15
14220,4
14390,13
15935,2
13735,13
17664,4
17519,15
15660,15
16690,4
15314,3
13481,11
17162,10
13784,14
15411,4
16184,6
18281,2
18073,12
14656,5
14383,3
16700,25
17652,12
17266,5
15095,10
12627,7
17524,3
14324,2
13362,7
16156,20
13657,2
17584,6
14720,3
17302,5
16791,15
12729,1
15743,4
13381,12
14533,11
14772,1
15804,13
14210,16
17183,6
12375,2
14111,4
17560,8
17997,8
16682,5
14432,6
17838,13
16984,9
16924,3
17858,30
13279,1
13127,1
13866,1
14226,6
13167,5
17957,1
15106,5
13314,3
14567,2
17809,20
16542,2
17125,1
16056,1
17557,4
13363,3
17684,1
17839,1
13680,12
12588,4
15952,4
13040,2
16656,30
16560,8
14487,7
16898,5
14071,8
16399,3
14515,12
15497,9
12775,7
14126,4
16169,4
17936,1
17457,14
16905,17
15841,9
14711,11
17998,3
16645,1
16192,1
13495,10
15863,5
17324,12
13081,28
15093,23
13543,2
14274,1
14396,7
15808,21
14068,4
13553,1
13875,14
16704,2
17514,2
16768,9
13696,3
18077,18
16447,3
16569,5
13797,3
15496,1
17472,4
16713,32
17133,12
17608,4
16028,1
15391,1
14941,1
13878,4
14311,2
14409,9
15878,2
15173,7
18137,2
13794,1
15817,3
18042,2
13760,5
16680,3
14725,4
15791,5
16435,3
18074,2
12804,2
14152,7
14253,2
13135,2
12542,2
14097,2
12875,5
15488,5
14837,9
14857,7
12871,3
12644,4
16938,9
15441,3
17409,10
14524,13
16777,5
13118,9
13937,2
17588,7
17381,38
16727,4
14417,1
12847,2
13996,2
17335,2
13086,1
15495,1
15906,10
14766,11
12489,1
16110,4
14600,2
15236,1
12616,3
17250,2
14851,3
17594,4
13060,1
14623,10
18221,6
16283,8
13094,13
14388,16
14408,11
17651,16
16852,2
12724,7
16589,4
17837,8
12556,2
16989,6
13994,6
17694,3
16607,25
12737,2
13512,4
16072,4
12735,2
14573,13
13720,4
17339,3
14522,8
12997,8
17434,7
15417,1
15807,5
14801,1
15012,3
14273,4
13171,3
17350,7
14598,2
13651,3
16352,2
18104,1
17221,5
15618,4
12374,4
14714,4
12890,2
16626,17
13212,3
16666,2
16057,10
12650,1
12985,2
17111,2
16850,1
14572,11
14544,3
16329,4
16620,6
16296,4
17028,3
15266,5
18057,3
12361,4
15611,26
13935,3
16275,3
13724,1
17484,2
17518,2
15141,7
16502,2
13640,1
15613,1
12943,2
16344,4
16419,8
13807,3
14208,2
12634,2
16622,1
15043,6
17471,1
13567,4
12388,8
14934,5
14153,1
16760,1
16906,7
14319,1
16263,1
16120,6
18110,2
14617,2
12817,3
14082,2
13545,2
13626,2
12767,1
14865,4
14236,5
15038,9
15304,9
15415,1
17783,3
15745,4
15265,4
18009,8
17384,3
17410,5
12684,7
17765,4
13752,7
16987,11
16483,1
15150,13
17891,1
17693,1
14289,6
14511,5
12816,2
13908,4
14420,4
14335,2
13330,6
14306,6
13416,3
13704,9
12393,6
16268,2
16882,3
12519,2
15678,3
14923,1
17528,8
16015,3
13598,5
13278,4
15865,5
13271,1
15153,1
12508,2
12689,2
13894,3
15621,4
18130,3
17385,1
15539,1
13755,9
15196,2
17789,2
13805,2
12544,1
17271,1
16410,1
17539,4
16840,2
12670,7
12416,1
16798,3
18253,1
17550,9
15135,2
12701,6
14154,8
15650,2
13677,2
17143,2
13461,6
13154,3
18207,1
13333,3
12460,1
15616,1
13642,4
15128,5
17717,1
17751,1
15400,8
16065,8
17708,4
13607,2
13686,3
15011,2
17878,3
17803,1
13786,6
13444,2
13140,5
14448,2
14577,7
12462,2
16509,1
15220,6
15308,1
15104,2
16967,1
16866,3
17312,3
12456,3
16832,5
17866,3
17248,2
16968,2
17498,1
14473,2
17014,3
14138,2
15782,4
15748,3
14332,5
16361,4
15822,6
15466,4
17075,10
14137,1
15385,3
14151,2
17226,3
14997,4
17195,1
14018,1
16534,1
13151,3
15086,2
12998,3
17051,4
13405,6
13699,2
15207,3
15926,1
16733,1
16469,5
13150,3
13041,4
12369,3
13264,1
13386,2
15519,2
14665,7
15948,3
16991,1
16785,1
18083,1
16893,2
14589,1
18119,1
14371,1
16475,4
16801,4
14762,2
17775,1
17881,1
14619,2
13606,3
15655,1
15585,1
13791,2
15172,5
12534,1
15540,2
17374,3
17736,3
15472,1
15764,8
12752,1
12512,2
15000,1
13318,3
17219,2
14860,1
13986,1
13153,1
14140,2
15642,1
13820,3
13896,1
16890,3
12580,2
14325,1
17246,2
12575,2
16555,6
16159,4
12414,6
18255,2
15401,2
12425,2
15202,3
12400,1
15160,4
15090,1
13751,1
17698,1
16022,1
14059,1
13950,4
13601,4
14377,2
13248,2
18204,3
17791,1
17885,1
16597,1
15054,2
14695,3
15162,1
12821,2
15962,1
14742,1
15735,1
14690,4
18076,1
14145,7
18165,1
12384,2
12814,1
15714,5
13348,1
12420,1
14158,1
15557,1
15720,2
12979,1
16901,1
12823,18
16078,2
14783,1
17577,2
12496,2
14677,1
13051,2
15670,2
17953,1
14630,1
18270,3
12445,2
16642,3
15481,1
18007,1
14024,3
16355,1
18224,1
15457,1
13737,1
17630,2
17053,1
13229,1
15343,1
16778,2
18033,1
17614,1
18005,2
17575,1
13112,1
17008,1
12493,2
15307,1
17831,1
18058,3
16886,1
13303,1
14500,3
12522,2
13207,4
15524,2
15328,1
17906,1
13541,2
13483,1
13789,1
16737,2
16663,1
13406,2
12702,1
14743,1
14833,1
18138,1
12672,2
17074,1
15672,1
13009,1
17549,2
15204,1
16047,1
13661,1
12503,1
17413,2
16000,3
18084,3
14340,1
16144,1
16964,2
17616,4
14845,1
13185,1
14393,1
16738,1
17102,1
17986,1
12555,1
17077,1
15753,1
18068,1
13105,1
13215,1
13222,1
14086,1
16530,1
14190,1
16093,1
17467,1
12487,1
13366,1
15940,1
13767,73
17377,78
18108,3
12872,12
14961,22
14590,20
17364,28
13798,110
15222,11
14258,25
13259,9
16422,109
18041,38
16353,38
15005,56
17351,12
12708,18
17865,46
12484,12
17690,20
13870,15
17511,60
17332,5
17667,9
15898,25
13488,23
13916,4
18106,6
17116,1
13911,20
15358,42
12371,5
17488,1
13668,35
16085,12
17227,12
12647,36
17496,4
15716,11
14735,56
15521,16
12613,10
15722,11
17842,1
17622,2
14710,13
12849,6
16841,12
16150,10
15122,11
17188,13
16161,43
13605,2
16059,12
14291,23
12409,7
16571,10
14298,82
13230,30
15544,20
14194,36
15192,5
17205,3
15078,53
16290,4
12897,4
16180,13
12403,2
16859,7
15494,5
17931,14
12755,11
15493,9
16254,3
16937,1
15200,1
13658,9
16334,1
13102,37
17137,6
14913,8
16477,11
17238,32
17300,2
15789,6
13593,14
18241,21
13842,18
17416,22
17576,41
12423,10
13032,9
17366,2
15006,2
13015,11
17002,7
16105,5
15197,6
13257,1
14470,3
14663,2
14350,3
12889,4
17429,5
15598,2
12811,5
14824,10
14412,3
17944,1
16625,5
16676,6
15900,4
14686,5
16983,11
17432,9
18016,7
15773,2
15981,21
13251,1
12949,22
17691,4
14203,1
13821,6
13316,10
15203,15
14189,16
13198,8
17411,5
14614,1
14755,25
13987,2
15850,6
12870,3
15950,10
15570,25
16274,1
16203,6
14157,5
15211,2
14702,29
17827,6
15723,4
16923,32
14849,43
18171,9
14976,7
17787,4
12691,7
16757,2
13161,2
15687,9
15407,4
17790,20
13819,6
15382,12
12714,12
14620,2
15834,7
13265,5
12778,9
12437,39
17719,15
16224,5
17140,1
15939,16
14998,4
15813,2
13113,37
16146,4
17615,6
13026,9
16458,30
17049,19
13320,6
13235,1
16966,7
16919,24
17191,15
15508,6
17483,4
12933,8
13021,17
16003,10
13282,4
15334,3
13743,7
14810,13
13675,2
18146,2
16750,5
15438,1
13075,1
14737,4
16266,14
15605,9
17320,6
14972,2
13838,10
13621,1
18018,4
15074,3
14309,11
16362,6
17299,6
13614,6
13375,2
15505,5
18194,6
15799,4
16394,5
12728,5
17813,5
13347,1
15127,2
16758,1
14741,7
17203,10
16099,7
18035,5
12552,2
16969,3
14098,1
16438,5
13447,3
15010,1
14121,4
13949,6
17368,14
13028,2
17797,8
17397,3
12406,5
13596,2
15009,3
13560,1
12952,4
13808,5
13240,8
18193,3
12624,2
15485,7
17476,2
14087,3
15571,14
15085,1
16459,1
12854,7
13952,14
15879,4
17780,3
16125,14
17695,5
17163,4
16300,3
15306,9
16521,3
16854,2
13823,7
12366,1
13357,5
16939,3
13179,1
14611,2
16086,10
14304,3
12837,2
16451,3
15757,6
17749,3
15016,5
16307,3
14508,5
16227,3
15240,12
18215,5
14715,8
12782,11
16320,6
15985,7
17261,1
13874,7
16103,22
16060,3
13594,2
16101,4
16654,8
14968,2
13076,1
15972,5
12768,1
13639,2
16606,2
16848,4
12573,5
17687,1
16863,3
15347,4
14205,9
13684,4
13758,15
14811,1
16250,3
13297,7
12807,1
16988,2
17167,3
15051,9
17952,4
17912,6
14696,8
16955,6
17555,5
18212,2
17771,4
14850,7
12507,4
16546,5
14447,6
13043,1
12878,2
15445,2
14632,1
14747,1
16889,6
18129,1
14504,4
16729,21
14201,10
12506,1
17874,6
17489,2
16116,1
16763,2
14958,6
13725,8
12494,9
17338,17
13833,2
16338,1
12450,5
14178,7
16091,2
17491,17
13486,3
14441,11
16586,3
16764,13
15831,3
14346,5
16668,13
15480,5
12418,4
17402,23
14407,6
17573,3
13083,3
17214,6
16081,8
14638,1
14218,1
16243,2
14691,5
15184,4
13170,1
14862,2
15419,1
17458,2
13332,1
15500,4
13077,11
13515,6
12628,3
14738,9
17508,8
15577,5
16600,13
12549,6
13729,3
17293,17
17547,2
14369,2
15630,3
13508,2
12692,1
18085,4
17185,3
14788,3
15149,5
14296,2
17617,1
16539,10
13497,6
13615,8
16428,3
17132,2
15702,2
15166,1
14233,7
14908,2
15543,2
17480,2
16148,2
16312,1
12359,10
15677,3
17935,7
16776,2
14904,4
16635,1
13580,1
14848,1
17276,1
13691,1
14899,1
17210,1
15649,4
15902,1
17882,2
13019,6
17204,9
17122,4
18043,3
16618,5
16403,1
13038,3
13804,9
15053,3
17394,1
17970,1
12620,3
13764,6
14513,6
17316,1
12457,8
13425,5
13928,4
12710,3
18066,3
16982,1
12602,1
14861,10
17004,4
17712,1
17653,4
16602,2
17193,9
17084,3
14174,1
17977,2
17835,3
16929,7
12912,5
17329,5
17490,9
13258,5
12596,2
12532,1
12842,4
14043,2
17875,1
13628,1
17731,6
15295,1
13478,5
13252,2
16077,1
14809,2
15198,5
15309,4
16088,2
12392,1
17199,1
12499,1
15352,1
14248,3
16075,2
15124,4
14869,6
14009,3
17403,2
16354,5
13927,2
13368,4
14981,2
12629,2
14343,4
14168,2
18136,5
15876,2
17992,1
15659,3
17868,1
16501,1
14597,6
14821,7
17170,2
17251,3
12565,1
17535,1
14336,4
15528,1
15230,2
17670,1
12355,2
18072,1
15036,3
17960,3
14162,2
16041,3
17844,1
13563,2
12498,3
14077,6
13066,2
12893,1
15088,2
15988,3
16513,4
15725,1
17254,3
15918,3
13827,3
16616,2
14108,4
17012,1
15637,5
15586,3
16508,1
12368,1
14935,2
17016,1
16382,2
12829,3
17437,1
12788,4
14228,3
17395,1
18264,1
16375,2
15346,3
17823,2
14945,1
17208,1
12385,1
15922,1
13455,6
13898,2
14315,8
17118,1
14053,4
12566,1
14109,1
12703,4
17425,2
18126,1
13845,1
13524,5
16372,5
15645,3
17232,2
17144,2
15794,2
14969,1
12860,1
16137,1
16695,2
15432,2
12953,2
14084,1
12907,2
14531,1
18182,1
13687,1
12946,1
12586,4
18243,1
12960,4
12793,3
15158,2
18220,6
17223,3
12561,1
